code_rer_A;annee;mois;jour;jour_semaine;numero_semaine;est_semaine;est_weekend;mission;heure_depart_prevue;nom_gare_depart;id_gare_depart;statut;nombre_arrets;nombre_arrets_supprimes;retard_max_en_secondes;retard_moyen_en_secondes;retard_median_en_secondes;retard_en_minutes_par_gare;decompte_retards_en_minutes
154;2019;7;1;1;27;1;0;TAXE;07h06;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;180;135;150;1 - 2 - 3 - 3;1: 1 - 2: 1 - 3: 2
155;2019;7;1;1;27;1;0;TAXE;07h21;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
156;2019;7;1;1;27;1;0;TAXE;07h36;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;120;75;90;2 - 2 - 1 - 0;0: 1 - 1: 1 - 2: 2
157;2019;7;1;1;27;1;0;TAXE;07h50;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;60;30;30;1 - 1 - 0 - 0;0: 2 - 1: 2
158;2019;7;1;1;27;1;0;TAXE;08h01;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;120;60;1;1 - 2 - 1 - 0;0: 1 - 1: 2 - 2: 1
159;2019;7;1;1;27;1;0;TAXE;08h13;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
160;2019;7;1;1;27;1;0;TAXE;08h25;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;240;150;150;3 - 4 - 2 - 1;1: 1 - 2: 1 - 3: 1 - 4: 1
161;2019;7;1;1;27;1;0;TAXE;08h36;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;300;300;5;5 - 5 - 5 - 5;05:04
162;2019;7;1;1;27;1;0;TAXE;08h48;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;420;315;5;4 - 7 - 6 - 4;4: 2 - 6: 1 - 7: 1
163;2019;7;1;1;27;1;0;TAXE;09h00;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;840;795;810;14 - 14 - 13 - 12;12: 1 - 13: 1 - 14: 2
164;2019;7;1;1;27;1;0;TAXE;09h11;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;960;870;870;15 - 16 - 14 - 13;13: 1 - 14: 1 - 15: 1 - 16: 1
165;2019;7;1;1;27;1;0;TAXE;09h23;Houilles - Carrières-sur-Seine;uic87386409;annule;4;4;0;0;0;;
166;2019;7;1;1;27;1;0;TAXE;09h35;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;300;240;270;5 - 5 - 4 - 2;2: 1 - 4: 1 - 5: 2
167;2019;7;1;1;27;1;0;TAXE;09h46;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;600;510;510;7 - 9 - 8 - 10;7: 1 - 8: 1 - 9: 1 - 10: 1
168;2019;7;1;1;27;1;0;TAXE;09h58;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;540;390;6;5 - 6 - 6 - 9;5: 1 - 6: 2 - 9: 1
169;2019;7;1;1;27;1;0;TAXE;17h14;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
170;2019;7;1;1;27;1;0;TAXE;17h27;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;2160;2130;36;36 - 36 - 36 - 34;34: 1 - 36: 3
171;2019;7;1;1;27;1;0;TAXE;17h39;Houilles - Carrières-sur-Seine;uic87386409;annule;4;4;0;0;0;;
172;2019;7;1;1;27;1;0;TAXE;17h52;Houilles - Carrières-sur-Seine;uic87386409;annule;4;4;0;0;0;;
173;2019;7;1;1;27;1;0;TAXE;18h04;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;1080;1050;1050;17 - 18 - 18 - 17;17: 2 - 18: 2
174;2019;7;1;1;27;1;0;TAXE;18h17;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;960;900;930;15 - 16 - 16 - 13;13: 1 - 15: 1 - 16: 2
175;2019;7;1;1;27;1;0;TAXE;18h29;Houilles - Carrières-sur-Seine;uic87386409;annule;4;4;0;0;0;;
176;2019;7;1;1;27;1;0;TAXE;18h42;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;360;360;6;6 - 6 - 6 - 6;06:04
177;2019;7;1;1;27;1;0;TAXE;18h54;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;420;300;270;4 - 5 - 4 - 7;4: 2 - 5: 1 - 7: 1
178;2019;7;1;1;27;1;0;TAXE;19h07;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;360;270;4;4 - 4 - 4 - 6;4: 3 - 6: 1
179;2019;7;1;1;27;1;0;TAXE;19h19;Houilles - Carrières-sur-Seine;uic87386409;annule;4;4;0;0;0;;
180;2019;7;1;1;27;1;0;TAXE;19h32;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;900;855;870;14 - 15 - 15 - 13;13: 1 - 14: 1 - 15: 2
181;2019;7;1;1;27;1;0;TAXE;19h44;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;960;750;690;11 - 12 - 11 - 16;11: 2 - 12: 1 - 16: 1
182;2019;7;1;1;27;1;0;TAXE;19h57;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;360;330;330;5 - 6 - 5 - 6;5: 2 - 6: 2
183;2019;7;1;1;27;1;0;TAXE;20h17;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;900;795;14;10 - 14 - 15 - 14;10: 1 - 14: 2 - 15: 1
184;2019;7;1;1;27;1;0;TAXE;20h38;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;600;510;510;7 - 10 - 9 - 8;7: 1 - 8: 1 - 9: 1 - 10: 1
185;2019;7;1;1;27;1;0;TAXE;20h58;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;120;120;2;2 - 2 - 2 - 2;02:04
186;2019;7;1;1;27;1;0;TAXE;21h18;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;300;165;2;2 - 2 - 2 - 5;2: 3 - 5: 1
187;2019;7;1;1;27;1;0;TAXE;21h38;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;240;225;4;4 - 4 - 4 - 3;3: 1 - 4: 3
188;2019;7;1;1;27;1;0;TAXE;22h03;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;300;255;4;4 - 5 - 4 - 4;4: 3 - 5: 1
189;2019;7;1;1;27;1;0;TAXE;22h33;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;1260;1200;20;20 - 21 - 20 - 19;19: 1 - 20: 2 - 21: 1
190;2019;7;1;1;27;1;0;TAXE;23h03;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
191;2019;7;1;1;27;1;0;TAXE;23h33;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;120;105;2;2 - 2 - 2 - 1;1: 1 - 2: 3
192;2019;7;1;1;27;1;0;TEDI;06h11;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
193;2019;7;1;1;27;1;0;TROC;15h54;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;120;90;2;2 - 2 - 2 - 0;0: 1 - 2: 3
194;2019;7;1;1;27;1;0;TROC;16h14;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;120;75;90;2 - 2 - 1 - 0;0: 1 - 1: 1 - 2: 2
195;2019;7;1;1;27;1;0;TROC;16h34;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
196;2019;7;1;1;27;1;0;TROC;16h54;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
197;2019;7;1;1;27;1;0;TROL;06h52;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
198;2019;7;1;1;27;1;0;TROL;10h14;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;120;105;2;2 - 2 - 2 - 1;1: 1 - 2: 3
199;2019;7;1;1;27;1;0;TROL;10h34;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;120;75;90;2 - 2 - 1 - 0;0: 1 - 1: 1 - 2: 2
200;2019;7;1;1;27;1;0;TROL;10h54;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
201;2019;7;1;1;27;1;0;TROL;11h14;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;120;75;90;2 - 2 - 1 - 0;0: 1 - 1: 1 - 2: 2
202;2019;7;1;1;27;1;0;TROL;11h34;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;180;105;90;1 - 2 - 1 - 3;1: 2 - 2: 1 - 3: 1
203;2019;7;1;1;27;1;0;TROL;11h54;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;480;450;8;8 - 8 - 8 - 6;6: 1 - 8: 3
204;2019;7;1;1;27;1;0;TROL;12h14;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;900;825;810;13 - 14 - 13 - 15;13: 2 - 14: 1 - 15: 1
205;2019;7;1;1;27;1;0;TROL;12h34;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;60;60;1;1 - 1 - 1 - 1;01:04
206;2019;7;1;1;27;1;0;TROL;12h54;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;840;780;13;13 - 14 - 13 - 12;12: 1 - 13: 2 - 14: 1
207;2019;7;1;1;27;1;0;TROL;13h14;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;480;465;8;8 - 8 - 8 - 7;7: 1 - 8: 3
208;2019;7;1;1;27;1;0;TROL;13h34;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
209;2019;7;1;1;27;1;0;TROL;13h54;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;780;735;750;12 - 13 - 13 - 11;11: 1 - 12: 1 - 13: 2
210;2019;7;1;1;27;1;0;TROL;14h14;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
211;2019;7;1;1;27;1;0;TROL;14h34;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
212;2019;7;1;1;27;1;0;TROL;14h54;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
213;2019;7;1;1;27;1;0;TROL;15h14;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;240;195;210;4 - 4 - 3 - 2;2: 1 - 3: 1 - 4: 2
214;2019;7;1;1;27;1;0;TROL;15h34;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
215;2019;7;1;1;27;1;0;UBAL;00h44;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
216;2019;7;1;1;27;1;0;UBAL;05h57;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;420;390;390;7 - 7 - 6 - 7 - 7 - 6 - 6 - 6;6: 4 - 7: 4
217;2019;7;1;1;27;1;0;UPIR;01h14;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;15;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 2;0: 7 - 2: 1
218;2019;7;1;1;27;1;0;UZAN;00h19;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;60;45;1;1 - 1 - 0 - 1 - 1 - 1 - 0 - 1;0: 2 - 1: 6
219;2019;7;1;1;27;1;0;UZAN;15h47;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
220;2019;7;1;1;27;1;0;UZAN;15h58;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;67;1;0 - 0 - 1 - 1 - 1 - 2 - 2 - 2;0: 2 - 1: 3 - 2: 3
221;2019;7;1;1;27;1;0;UZAN;16h07;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;60;7;0;0 - 0 - 0 - 1 - 0 - 0 - 0 - 0;0: 7 - 1: 1
222;2019;7;1;1;27;1;0;UZAN;16h19;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;240;157;150;3 - 4 - 2 - 2 - 2 - 3 - 3 - 2;2: 4 - 3: 3 - 4: 1
223;2019;7;1;1;27;1;0;UZAN;16h27;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
224;2019;7;1;1;27;1;0;UZAN;16h38;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;480;285;6;0 - 0 - 6 - 6 - 6 - 6 - 6 - 8;0: 2 - 6: 5 - 8: 1
225;2019;7;1;1;27;1;0;UZAN;16h47;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;540;225;210;0 - 1 - 4 - 4 - 3 - 3 - 6 - 9;0: 1 - 1: 1 - 3: 2 - 4: 2 - 6: 1 - 9: 1
226;2019;7;1;1;27;1;0;UZAN;16h58;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;300;67;0;0 - 0 - 0 - 0 - 0 - 0 - 5 - 4;0: 6 - 4: 1 - 5: 1
227;2019;7;1;1;27;1;0;UZAN;17h06;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;180;37;0;0 - 0 - 0 - 0 - 0 - 0 - 2 - 3;0: 6 - 2: 1 - 3: 1
228;2019;7;1;1;27;1;0;UZAN;17h18;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;45;30;0 - 0 - 0 - 0 - 1 - 2 - 2 - 1;0: 4 - 1: 2 - 2: 2
229;2019;7;1;1;27;1;0;UZAN;17h31;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;1740;1672;28;27 - 28 - 28 - 28 - 27 - 28 - 28 - 29;27: 2 - 28: 5 - 29: 1
230;2019;7;1;1;27;1;0;UZAN;17h43;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;1500;1432;24;22 - 23 - 24 - 24 - 24 - 25 - 25 - 24;22: 1 - 23: 1 - 24: 4 - 25: 2
231;2019;7;1;1;27;1;0;UZAN;17h56;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;1200;1170;1170;19 - 20 - 20 - 20 - 19 - 20 - 19 - 19;19: 4 - 20: 4
232;2019;7;1;1;27;1;0;UZAN;18h08;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;1080;1035;17;17 - 17 - 17 - 17 - 17 - 18 - 18 - 17;17: 6 - 18: 2
233;2019;7;1;1;27;1;0;UZAN;18h21;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;1080;960;16;15 - 16 - 16 - 16 - 15 - 16 - 16 - 18;15: 2 - 16: 5 - 18: 1
234;2019;7;1;1;27;1;0;UZAN;18h33;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;960;847;930;9 - 10 - 15 - 15 - 16 - 16 - 16 - 16;9: 1 - 10: 1 - 15: 2 - 16: 4
235;2019;7;1;1;27;1;0;UZAN;18h46;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;480;435;8;5 - 6 - 8 - 8 - 7 - 8 - 8 - 8;5: 1 - 6: 1 - 7: 1 - 8: 5
236;2019;7;1;1;27;1;0;UZAN;18h58;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;1020;435;4;4 - 4 - 4 - 4 - 4 - 5 - 17 - 16;4: 5 - 5: 1 - 16: 1 - 17: 1
237;2019;7;1;1;27;1;0;UZAN;19h11;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;600;330;4;4 - 4 - 4 - 5 - 4 - 4 - 9 - 10;4: 5 - 5: 1 - 9: 1 - 10: 1
238;2019;7;1;1;27;1;0;UZAN;19h23;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;900;855;14;14 - 15 - 14 - 14 - 14 - 15 - 14 - 14;14: 6 - 15: 2
239;2019;7;1;1;27;1;0;UZAN;19h36;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;840;832;14;14 - 14 - 14 - 14 - 13 - 14 - 14 - 14;13: 1 - 14: 7
240;2019;7;1;1;27;1;0;UZAN;19h48;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;660;652;11;10 - 11 - 11 - 11 - 11 - 11 - 11 - 11;10: 1 - 11: 7
241;2019;7;1;1;27;1;0;UZAN;20h01;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;480;435;450;8 - 8 - 8 - 8 - 6 - 7 - 7 - 6;6: 2 - 7: 2 - 8: 4
242;2019;7;1;1;27;1;0;UZAN;20h11;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;540;510;510;9 - 9 - 8 - 9 - 9 - 8 - 8 - 8;8: 4 - 9: 4
243;2019;7;1;1;27;1;0;UZAN;20h29;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;420;382;7;3 - 7 - 6 - 7 - 7 - 7 - 7 - 7;3: 1 - 6: 1 - 7: 6
244;2019;7;1;1;27;1;0;UZAN;20h49;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;480;382;7;3 - 3 - 7 - 8 - 8 - 8 - 7 - 7;3: 2 - 7: 3 - 8: 3
245;2019;7;1;1;27;1;0;UZAN;21h09;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;112;2;2 - 2 - 1 - 2 - 2 - 2 - 2 - 2;1: 1 - 2: 7
246;2019;7;1;1;27;1;0;UZAN;21h29;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;45;30;2 - 2 - 0 - 1 - 1 - 0 - 0 - 0;0: 4 - 1: 2 - 2: 2
247;2019;7;1;1;27;1;0;UZAN;21h49;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;240;150;2;2 - 2 - 2 - 3 - 2 - 2 - 3 - 4;2: 5 - 3: 2 - 4: 1
248;2019;7;1;1;27;1;0;UZAN;22h19;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;540;487;8;8 - 8 - 8 - 9 - 8 - 8 - 8 - 8;8: 7 - 9: 1
249;2019;7;1;1;27;1;0;UZAN;22h49;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;540;510;510;9 - 9 - 8 - 9 - 9 - 8 - 8 - 8;8: 4 - 9: 4
250;2019;7;1;1;27;1;0;UZAN;23h19;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;300;270;5;4 - 4 - 3 - 5 - 5 - 5 - 5 - 5;3: 1 - 4: 2 - 5: 5
251;2019;7;1;1;27;1;0;UZAN;23h49;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
252;2019;7;1;1;27;1;0;UZAR;06h24;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
253;2019;7;1;1;27;1;0;UZAR;06h41;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;180;45;0;0 - 0 - 0 - 1 - 0 - 0 - 3 - 2;0: 5 - 1: 1 - 2: 1 - 3: 1
254;2019;7;1;1;27;1;0;UZAR;06h57;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
255;2019;7;1;1;27;1;0;UZAR;07h11;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;360;142;2;1 - 2 - 2 - 2 - 2 - 2 - 2 - 6;1: 1 - 2: 6 - 6: 1
256;2019;7;1;1;27;1;0;UZAR;07h26;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
257;2019;7;1;1;27;1;0;UZAR;07h45;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
258;2019;7;1;1;27;1;0;UZAR;07h57;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;360;240;5;0 - 1 - 6 - 6 - 5 - 5 - 4 - 5;0: 1 - 1: 1 - 4: 1 - 5: 3 - 6: 2
259;2019;7;1;1;27;1;0;UZAR;08h09;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;240;142;2;1 - 2 - 2 - 2 - 2 - 2 - 4 - 4;1: 1 - 2: 5 - 4: 2
260;2019;7;1;1;27;1;0;UZAR;08h21;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;82;90;2 - 2 - 2 - 1 - 1 - 0 - 2 - 1;0: 1 - 1: 3 - 2: 4
261;2019;7;1;1;27;1;0;UZAR;08h32;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;90;2;2 - 2 - 2 - 2 - 1 - 2 - 1 - 0;0: 1 - 1: 2 - 2: 5
262;2019;7;1;1;27;1;0;UZAR;08h44;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;480;345;6;4 - 4 - 7 - 8 - 7 - 6 - 6 - 4;4: 3 - 6: 2 - 7: 2 - 8: 1
263;2019;7;1;1;27;1;0;UZAR;08h56;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;780;757;13;13 - 13 - 13 - 13 - 13 - 13 - 12 - 11;11: 1 - 12: 1 - 13: 6
264;2019;7;1;1;27;1;0;UZAR;09h07;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;960;892;15;15 - 15 - 16 - 16 - 15 - 15 - 14 - 13;13: 1 - 14: 1 - 15: 4 - 16: 2
265;2019;7;1;1;27;1;0;UZAR;09h19;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;660;562;10;10 - 11 - 10 - 10 - 10 - 9 - 8 - 7;7: 1 - 8: 1 - 9: 1 - 10: 4 - 11: 1
266;2019;7;1;1;27;1;0;UZAR;09h31;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;240;210;4;4 - 4 - 4 - 3 - 4 - 4 - 3 - 2;2: 1 - 3: 2 - 4: 5
267;2019;7;1;1;27;1;0;UZAR;09h42;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;780;667;12;8 - 8 - 12 - 13 - 12 - 12 - 13 - 11;8: 2 - 11: 1 - 12: 3 - 13: 2
268;2019;7;1;1;27;1;0;UZAR;09h54;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;420;352;6;6 - 7 - 7 - 7 - 6 - 6 - 5 - 3;3: 1 - 5: 1 - 6: 3 - 7: 3
269;2019;7;1;1;27;1;0;UZAR;10h07;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;600;457;8;4 - 5 - 8 - 8 - 8 - 9 - 9 - 10;4: 1 - 5: 1 - 8: 3 - 9: 2 - 10: 1
270;2019;7;1;1;27;1;0;UZAR;10h18;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;300;210;4;1 - 1 - 4 - 4 - 4 - 5 - 5 - 4;1: 2 - 4: 4 - 5: 2
271;2019;7;1;1;27;1;0;UZAR;10h27;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;60;15;0;0 - 0 - 0 - 0 - 0 - 1 - 1 - 0;0: 6 - 1: 2
272;2019;7;1;1;27;1;0;UZAR;10h38;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;240;180;3;2 - 2 - 3 - 3 - 3 - 4 - 4 - 3;2: 2 - 3: 4 - 4: 2
273;2019;7;1;1;27;1;0;UZAR;10h47;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;180;97;90;3 - 2 - 1 - 1 - 1 - 2 - 2 - 1;1: 4 - 2: 3 - 3: 1
274;2019;7;1;1;27;1;0;UZAR;10h58;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;480;412;450;3 - 6 - 7 - 8 - 8 - 8 - 8 - 7;3: 1 - 6: 1 - 7: 2 - 8: 4
275;2019;7;1;1;27;1;0;UZAR;11h07;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;540;322;5;4 - 4 - 4 - 5 - 5 - 6 - 6 - 9;4: 3 - 5: 2 - 6: 2 - 9: 1
276;2019;7;1;1;27;1;0;UZAR;11h18;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;300;142;2;1 - 1 - 1 - 2 - 2 - 3 - 5 - 4;1: 3 - 2: 2 - 3: 1 - 4: 1 - 5: 1
277;2019;7;1;1;27;1;0;UZAR;11h27;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
278;2019;7;1;1;27;1;0;UZAR;11h38;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;82;1;1 - 1 - 1 - 1 - 1 - 2 - 2 - 2;1: 5 - 2: 3
279;2019;7;1;1;27;1;0;UZAR;11h47;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;60;15;0;0 - 0 - 0 - 0 - 0 - 0 - 1 - 1;0: 6 - 1: 2
280;2019;7;1;1;27;1;0;UZAR;11h58;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
281;2019;7;1;1;27;1;0;UZAR;12h07;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;840;255;90;2 - 1 - 0 - 1 - 1 - 2 - 14 - 13;0: 1 - 1: 3 - 2: 2 - 13: 1 - 14: 1
282;2019;7;1;1;27;1;0;UZAR;12h18;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;420;375;6;5 - 6 - 6 - 6 - 7 - 7 - 7 - 6;5: 1 - 6: 4 - 7: 3
283;2019;7;1;1;27;1;0;UZAR;12h27;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;240;202;3;4 - 3 - 3 - 3 - 3 - 4 - 4 - 3;3: 5 - 4: 3
284;2019;7;1;1;27;1;0;UZAR;12h38;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;82;1;1 - 2 - 1 - 1 - 1 - 2 - 2 - 1;1: 5 - 2: 3
285;2019;7;1;1;27;1;0;UZAR;12h47;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;60;15;0;0 - 0 - 0 - 0 - 0 - 1 - 1 - 0;0: 6 - 1: 2
286;2019;7;1;1;27;1;0;UZAR;12h58;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
287;2019;7;1;1;27;1;0;UZAR;13h07;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;300;210;210;4 - 3 - 2 - 3 - 3 - 4 - 5 - 4;2: 1 - 3: 3 - 4: 3 - 5: 1
288;2019;7;1;1;27;1;0;UZAR;13h18;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;60;7;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0;0: 7 - 1: 1
289;2019;7;1;1;27;1;0;UZAR;13h27;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;60;7;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0;0: 7 - 1: 1
290;2019;7;1;1;27;1;0;UZAR;13h38;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;60;1;0 - 0 - 0 - 1 - 1 - 2 - 2 - 2;0: 3 - 1: 2 - 2: 3
291;2019;7;1;1;27;1;0;UZAR;13h47;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;120;22;0;2 - 1 - 0 - 0 - 0 - 0 - 0 - 0;0: 6 - 1: 1 - 2: 1
292;2019;7;1;1;27;1;0;UZAR;13h58;Houilles - Carrières-sur-Seine;uic87386409;normal;8;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:08
