code_rer_A;annee;mois;jour;jour_semaine;numero_semaine;est_semaine;est_weekend;mission;heure_depart_prevue;nom_gare_depart;id_gare_depart;statut;nombre_arrets;nombre_arrets_supprimes;retard_max_en_secondes;retard_moyen_en_secondes;retard_median_en_secondes;retard_en_minutes_par_gare;decompte_retards_en_minutes
21004;2019;10;27;7;43;0;1;OPUS;23h34;Cergy le Haut;uic87382655;normal;9;0;60;20;0;0 - 0 - 0 - 0 - 1 - 1 - 1 - 0 - 0;0: 6 - 1: 3
21005;2019;10;27;7;43;0;1;QUDO;12h07;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21006;2019;10;27;7;43;0;1;QUDO;12h27;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
21007;2019;10;27;7;43;0;1;QUDO;12h47;Poissy;uic87386573;annule;5;5;0;0;0;;
21008;2019;10;27;7;43;0;1;QUDO;13h07;Poissy;uic87386573;normal;5;0;60;48;60;0 - 1 - 1 - 1 - 1;0: 1 - 1: 4
21009;2019;10;27;7;43;0;1;QUDO;13h27;Poissy;uic87386573;normal;5;0;120;48;60;0 - 2 - 1 - 1 - 0;0: 2 - 1: 2 - 2: 1
21010;2019;10;27;7;43;0;1;QUDO;13h47;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
21011;2019;10;27;7;43;0;1;QUDO;14h07;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21012;2019;10;27;7;43;0;1;QUDO;14h27;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21013;2019;10;27;7;43;0;1;QUDO;14h47;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
21014;2019;10;27;7;43;0;1;QUDO;15h07;Poissy;uic87386573;normal;5;0;540;528;540;9 - 9 - 9 - 9 - 8;8: 1 - 9: 4
21015;2019;10;27;7;43;0;1;QUDO;15h27;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21016;2019;10;27;7;43;0;1;QUDO;15h47;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21017;2019;10;27;7;43;0;1;QUDO;16h07;Poissy;uic87386573;normal;5;0;300;240;240;4 - 5 - 4 - 4 - 3;3: 1 - 4: 3 - 5: 1
21018;2019;10;27;7;43;0;1;QUDO;16h27;Poissy;uic87386573;normal;5;0;120;96;120;0 - 2 - 2 - 2 - 2;0: 1 - 2: 4
21019;2019;10;27;7;43;0;1;QUDO;16h47;Poissy;uic87386573;annule;5;5;0;0;0;;
21020;2019;10;27;7;43;0;1;QUDO;17h07;Poissy;uic87386573;normal;5;0;180;107;120;1 - 3 - 2 - 2 - 1;1: 2 - 2: 2 - 3: 1
21021;2019;10;27;7;43;0;1;QUDO;17h27;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21022;2019;10;27;7;43;0;1;QUDO;17h47;Poissy;uic87386573;normal;5;0;60;48;60;0 - 1 - 1 - 1 - 1;0: 1 - 1: 4
21023;2019;10;27;7;43;0;1;QUDO;18h07;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21024;2019;10;27;7;43;0;1;QUDO;18h27;Poissy;uic87386573;normal;5;0;120;72;60;2 - 2 - 1 - 1 - 0;0: 1 - 1: 2 - 2: 2
21025;2019;10;27;7;43;0;1;QUDO;18h47;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
21026;2019;10;27;7;43;0;1;QUDO;20h02;Poissy;uic87386573;normal;5;0;180;120;120;1 - 3 - 3 - 2 - 1;1: 2 - 2: 1 - 3: 2
21027;2019;10;27;7;43;0;1;QURE;00h04;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21028;2019;10;27;7;43;0;1;QURE;20h32;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21029;2019;10;27;7;43;0;1;QURE;21h02;Poissy;uic87386573;normal;5;0;60;24;0;0 - 1 - 0 - 1 - 0;0: 3 - 1: 2
21030;2019;10;27;7;43;0;1;QURE;21h32;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21031;2019;10;27;7;43;0;1;QURE;22h02;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21032;2019;10;27;7;43;0;1;QURE;22h32;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21033;2019;10;27;7;43;0;1;QURE;23h02;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21034;2019;10;27;7;43;0;1;QURE;23h32;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
21035;2019;10;27;7;43;0;1;QURI;05h09;Poissy;uic87386573;normal;5;0;1680;1320;1620;1 - 27 - 28 - 27 - 27;1: 1 - 27: 3 - 28: 1
21036;2019;10;27;7;43;0;1;QURI;05h39;Poissy;uic87386573;normal;5;0;480;468;480;7 - 8 - 8 - 8 - 8;7: 1 - 8: 4
21037;2019;10;27;7;43;0;1;QURI;06h09;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21038;2019;10;27;7;43;0;1;QURI;06h39;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21039;2019;10;27;7;43;0;1;QURI;07h09;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
21040;2019;10;27;7;43;0;1;QURI;07h37;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21041;2019;10;27;7;43;0;1;QURI;07h57;Poissy;uic87386573;normal;5;0;360;300;300;5 - 5 - 4 - 6 - 5;4: 1 - 5: 3 - 6: 1
21042;2019;10;27;7;43;0;1;QURI;08h07;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21043;2019;10;27;7;43;0;1;QURI;08h27;Poissy;uic87386573;normal;5;0;300;107;60;1 - 1 - 1 - 1 - 5;1: 4 - 5: 1
21044;2019;10;27;7;43;0;1;QURI;08h47;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
21045;2019;10;27;7;43;0;1;QURI;09h07;Poissy;uic87386573;annule;5;5;0;0;0;;
21046;2019;10;27;7;43;0;1;QURI;09h27;Poissy;uic87386573;normal;5;0;1020;983;1020;15 - 17 - 17 - 17 - 16;15: 1 - 16: 1 - 17: 3
21047;2019;10;27;7;43;0;1;QURI;09h47;Poissy;uic87386573;normal;5;0;720;671;660;11 - 12 - 11 - 11 - 11;11: 4 - 12: 1
21048;2019;10;27;7;43;0;1;QURI;10h07;Poissy;uic87386573;normal;5;0;180;132;120;2 - 3 - 2 - 2 - 2;2: 4 - 3: 1
21049;2019;10;27;7;43;0;1;QURI;10h27;Poissy;uic87386573;normal;5;0;60;24;0;0 - 1 - 0 - 1 - 0;0: 3 - 1: 2
21050;2019;10;27;7;43;0;1;QURI;10h47;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21051;2019;10;27;7;43;0;1;QURI;11h07;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21052;2019;10;27;7;43;0;1;QURI;11h27;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
21053;2019;10;27;7;43;0;1;QURI;11h47;Poissy;uic87386573;normal;5;0;120;60;60;0 - 2 - 1 - 1 - 1;0: 1 - 1: 3 - 2: 1
21054;2019;10;27;7;43;0;1;QYAN;12h04;Cergy le Haut;uic87382655;normal;9;0;60;13;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 1 - 0;0: 7 - 1: 2
21055;2019;10;27;7;43;0;1;QYAN;12h24;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
21056;2019;10;27;7;43;0;1;QYAN;12h44;Cergy le Haut;uic87382655;normal;9;0;300;173;120;1 - 1 - 1 - 1 - 2 - 5 - 5 - 5 - 5;1: 4 - 2: 1 - 5: 4
21057;2019;10;27;7;43;0;1;QYAN;13h04;Cergy le Haut;uic87382655;normal;9;0;240;166;180;1 - 3 - 3 - 3 - 3 - 4 - 3 - 3 - 2;1: 1 - 2: 1 - 3: 6 - 4: 1
21058;2019;10;27;7;43;0;1;QYAN;13h24;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
21059;2019;10;27;7;43;0;1;QYAN;13h44;Cergy le Haut;uic87382655;normal;9;0;60;20;0;0 - 0 - 0 - 0 - 1 - 1 - 0 - 1 - 0;0: 6 - 1: 3
21060;2019;10;27;7;43;0;1;QYAN;14h04;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
21061;2019;10;27;7;43;0;1;QYAN;14h24;Cergy le Haut;uic87382655;normal;9;0;120;73;60;1 - 1 - 1 - 0 - 1 - 2 - 2 - 2 - 1;0: 1 - 1: 5 - 2: 3
21062;2019;10;27;7;43;0;1;QYAN;14h44;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
21063;2019;10;27;7;43;0;1;QYAN;15h04;Cergy le Haut;uic87382655;normal;9;0;180;86;120;0 - 0 - 1 - 1 - 2 - 3 - 2 - 2 - 2;0: 2 - 1: 2 - 2: 4 - 3: 1
21064;2019;10;27;7;43;0;1;QYAN;15h24;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
21065;2019;10;27;7;43;0;1;QYAN;15h44;Cergy le Haut;uic87382655;normal;9;0;60;33;60;0 - 0 - 0 - 0 - 1 - 1 - 1 - 1 - 1;0: 4 - 1: 5
21066;2019;10;27;7;43;0;1;QYAN;16h04;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
21067;2019;10;27;7;43;0;1;QYAN;16h24;Cergy le Haut;uic87382655;normal;9;0;120;40;60;0 - 0 - 0 - 0 - 1 - 2 - 1 - 1 - 1;0: 4 - 1: 4 - 2: 1
21068;2019;10;27;7;43;0;1;QYAN;16h44;Cergy le Haut;uic87382655;normal;9;0;120;40;60;2 - 1 - 1 - 0 - 1 - 1 - 0 - 0 - 0;0: 4 - 1: 4 - 2: 1
21069;2019;10;27;7;43;0;1;QYAN;17h04;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
21070;2019;10;27;7;43;0;1;QYAN;17h24;Cergy le Haut;uic87382655;normal;9;0;120;73;60;1 - 1 - 1 - 1 - 1 - 2 - 1 - 2 - 1;1: 7 - 2: 2
21071;2019;10;27;7;43;0;1;QYAN;17h44;Cergy le Haut;uic87382655;normal;9;0;60;20;0;0 - 0 - 0 - 0 - 1 - 1 - 0 - 1 - 0;0: 6 - 1: 3
21072;2019;10;27;7;43;0;1;QYAN;18h04;Cergy le Haut;uic87382655;normal;9;0;60;26;0;0 - 0 - 0 - 0 - 1 - 1 - 1 - 1 - 0;0: 5 - 1: 4
21073;2019;10;27;7;43;0;1;QYAN;18h24;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
21074;2019;10;27;7;43;0;1;QYAN;18h44;Cergy le Haut;uic87382655;normal;9;0;180;133;120;1 - 2 - 2 - 2 - 2 - 3 - 3 - 3 - 2;1: 1 - 2: 5 - 3: 3
21075;2019;10;27;7;43;0;1;QYAN;19h04;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
21076;2019;10;27;7;43;0;1;QYAN;19h24;Cergy le Haut;uic87382655;normal;9;0;180;73;0;0 - 0 - 0 - 0 - 0 - 3 - 3 - 3 - 2;0: 5 - 2: 1 - 3: 3
21077;2019;10;27;7;43;0;1;QYRO;06h41;Cergy le Haut;uic87382655;normal;9;0;480;199;0;0 - 0 - 0 - 0 - 0 - 8 - 8 - 7 - 7;0: 5 - 7: 2 - 8: 2
21078;2019;10;27;7;43;0;1;QYRO;07h11;Cergy le Haut;uic87382655;normal;9;0;60;13;0;0 - 0 - 0 - 0 - 0 - 1 - 1 - 0 - 0;0: 7 - 1: 2
21079;2019;10;27;7;43;0;1;QYRO;07h34;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
21080;2019;10;27;7;43;0;1;QYRO;08h04;Cergy le Haut;uic87382655;normal;9;0;60;13;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 1 - 0;0: 7 - 1: 2
21081;2019;10;27;7;43;0;1;QYRO;08h24;Cergy le Haut;uic87382655;normal;9;0;120;46;60;0 - 0 - 0 - 0 - 1 - 2 - 1 - 2 - 1;0: 4 - 1: 3 - 2: 2
21082;2019;10;27;7;43;0;1;QYRO;08h44;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
21083;2019;10;27;7;43;0;1;QYRO;09h04;Cergy le Haut;uic87382655;normal;9;0;180;146;120;2 - 2 - 2 - 2 - 3 - 3 - 3 - 3 - 2;2: 5 - 3: 4
21084;2019;10;27;7;43;0;1;QYRO;09h24;Cergy le Haut;uic87382655;normal;9;0;240;113;60;1 - 1 - 0 - 0 - 1 - 4 - 3 - 4 - 3;0: 2 - 1: 3 - 3: 2 - 4: 2
21085;2019;10;27;7;43;0;1;QYRO;09h44;Cergy le Haut;uic87382655;normal;9;0;540;466;480;8 - 8 - 7 - 7 - 8 - 9 - 8 - 8 - 7;7: 3 - 8: 5 - 9: 1
21086;2019;10;27;7;43;0;1;QYRO;10h04;Cergy le Haut;uic87382655;normal;9;0;240;180;180;3 - 3 - 3 - 3 - 3 - 4 - 3 - 3 - 2;2: 1 - 3: 7 - 4: 1
21087;2019;10;27;7;43;0;1;QYRO;10h24;Cergy le Haut;uic87382655;normal;9;0;120;86;60;1 - 1 - 1 - 1 - 2 - 2 - 2 - 2 - 1;1: 5 - 2: 4
21088;2019;10;27;7;43;0;1;QYRO;10h44;Cergy le Haut;uic87382655;normal;9;0;120;46;60;0 - 0 - 0 - 0 - 1 - 2 - 1 - 2 - 1;0: 4 - 1: 3 - 2: 2
21089;2019;10;27;7;43;0;1;QYRO;11h04;Cergy le Haut;uic87382655;normal;9;0;180;93;60;1 - 1 - 1 - 1 - 2 - 2 - 2 - 3 - 1;1: 5 - 2: 3 - 3: 1
21090;2019;10;27;7;43;0;1;QYRO;11h44;Cergy le Haut;uic87382655;normal;9;0;60;20;0;1 - 1 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 6 - 1: 3
21091;2019;10;27;7;43;0;1;TEDI;06h12;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21092;2019;10;27;7;43;0;1;TEDI;06h42;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
21093;2019;10;27;7;43;0;1;TEDI;07h12;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
21094;2019;10;27;7;43;0;1;TEDI;07h41;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
21095;2019;10;27;7;43;0;1;TEDI;08h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;180;150;3;3 - 3 - 3 - 1;1: 1 - 3: 3
21096;2019;10;27;7;43;0;1;TEDI;08h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21097;2019;10;27;7;43;0;1;TEDI;08h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;1680;1380;1650;9 - 28 - 28 - 27;9: 1 - 27: 1 - 28: 2
21098;2019;10;27;7;43;0;1;TEDI;09h05;Houilles Carrières sur Seine;uic87386409;annule;4;4;0;0;0;;
21099;2019;10;27;7;43;0;1;TEDI;09h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;840;795;810;12 - 14 - 14 - 13;12: 1 - 13: 1 - 14: 2
21100;2019;10;27;7;43;0;1;TEDI;09h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;300;240;4;4 - 4 - 5 - 3;3: 1 - 4: 2 - 5: 1
21101;2019;10;27;7;43;0;1;TEDI;10h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21102;2019;10;27;7;43;0;1;TEDI;10h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
21103;2019;10;27;7;43;0;1;TEDI;10h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21104;2019;10;27;7;43;0;1;TEDI;11h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21105;2019;10;27;7;43;0;1;TEDI;11h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21106;2019;10;27;7;43;0;1;TEDI;11h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21107;2019;10;27;7;43;0;1;TEDI;12h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21108;2019;10;27;7;43;0;1;TEDI;12h25;Houilles Carrières sur Seine;uic87386409;annule;4;4;0;0;0;;
21109;2019;10;27;7;43;0;1;TERI;12h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21110;2019;10;27;7;43;0;1;TERI;13h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21111;2019;10;27;7;43;0;1;TERI;13h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21112;2019;10;27;7;43;0;1;TERI;13h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;15;0;0 - 1 - 0 - 0;0: 3 - 1: 1
21113;2019;10;27;7;43;0;1;TERI;14h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21114;2019;10;27;7;43;0;1;TERI;14h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;30;30;0 - 1 - 1 - 0;0: 2 - 1: 2
21115;2019;10;27;7;43;0;1;TERI;14h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;180;105;2;0 - 3 - 3 - 1;0: 1 - 1: 1 - 3: 2
21116;2019;10;27;7;43;0;1;TERI;15h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21117;2019;10;27;7;43;0;1;TERI;15h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21118;2019;10;27;7;43;0;1;TERI;15h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;180;165;3;3 - 3 - 3 - 2;2: 1 - 3: 3
21119;2019;10;27;7;43;0;1;TERI;16h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;90;2;2 - 2 - 2 - 0;0: 1 - 2: 3
21120;2019;10;27;7;43;0;1;TERI;16h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;30;30;1 - 1 - 0 - 0;0: 2 - 1: 2
21121;2019;10;27;7;43;0;1;TERI;16h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;90;2;2 - 2 - 2 - 0;0: 1 - 2: 3
21122;2019;10;27;7;43;0;1;TERI;17h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;30;30;1 - 1 - 0 - 0;0: 2 - 1: 2
21123;2019;10;27;7;43;0;1;TERI;17h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;30;30;0 - 1 - 1 - 0;0: 2 - 1: 2
21124;2019;10;27;7;43;0;1;TERI;17h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;90;2;2 - 2 - 2 - 0;0: 1 - 2: 3
21125;2019;10;27;7;43;0;1;TERI;18h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;15;0;0 - 1 - 0 - 0;0: 3 - 1: 1
21126;2019;10;27;7;43;0;1;TERI;18h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;60;1;1 - 2 - 1 - 0;0: 1 - 1: 2 - 2: 1
21127;2019;10;27;7;43;0;1;TERI;18h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
21128;2019;10;27;7;43;0;1;TERI;19h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21129;2019;10;27;7;43;0;1;TERI;19h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21130;2019;10;27;7;43;0;1;TERI;19h45;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21131;2019;10;27;7;43;0;1;TERI;20h05;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21132;2019;10;27;7;43;0;1;TERI;20h30;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;15;0;0 - 1 - 0 - 0;0: 3 - 1: 1
21133;2019;10;27;7;43;0;1;TETE;00h29;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21134;2019;10;27;7;43;0;1;TETE;00h58;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21135;2019;10;27;7;43;0;1;TETE;20h59;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;30;30;0 - 1 - 1 - 0;0: 2 - 1: 2
21136;2019;10;27;7;43;0;1;TETE;21h29;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21137;2019;10;27;7;43;0;1;TETE;21h59;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
21138;2019;10;27;7;43;0;1;TETE;22h29;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
21139;2019;10;27;7;43;0;1;TETE;22h59;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
21140;2019;10;27;7;43;0;1;TETE;23h29;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
21141;2019;10;27;7;43;0;1;TETE;23h59;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;30;30;1 - 1 - 0 - 0;0: 2 - 1: 2
21142;2019;10;27;7;43;0;1;UBOS;05h57;Houilles Carrières sur Seine;uic87386409;normal;8;0;60;30;30;0 - 0 - 0 - 1 - 1 - 0 - 1 - 1;0: 4 - 1: 4
21143;2019;10;27;7;43;0;1;UBOS;06h26;Houilles Carrières sur Seine;uic87386409;normal;8;0;480;397;7;2 - 6 - 7 - 8 - 8 - 7 - 8 - 7;2: 1 - 6: 1 - 7: 3 - 8: 3
21144;2019;10;27;7;43;0;1;UBOS;06h57;Houilles Carrières sur Seine;uic87386409;normal;8;0;180;135;150;0 - 3 - 2 - 3 - 3 - 2 - 3 - 2;0: 1 - 2: 3 - 3: 4
21145;2019;10;27;7;43;0;1;UBOS;07h27;Houilles Carrières sur Seine;uic87386409;normal;8;0;420;352;6;5 - 5 - 5 - 6 - 6 - 6 - 7 - 7;5: 3 - 6: 3 - 7: 2
21146;2019;10;27;7;43;0;1;UBOS;07h55;Houilles Carrières sur Seine;uic87386409;normal;8;0;60;7;0;0 - 1 - 0 - 0 - 0 - 0 - 0 - 0;0: 7 - 1: 1
21147;2019;10;27;7;43;0;1;UBOS;08h15;Houilles Carrières sur Seine;uic87386409;normal;8;0;60;15;0;0 - 0 - 0 - 0 - 1 - 0 - 1 - 0;0: 6 - 1: 2
21148;2019;10;27;7;43;0;1;UBOS;08h35;Houilles Carrières sur Seine;uic87386409;normal;8;0;240;180;3;0 - 3 - 3 - 3 - 4 - 4 - 4 - 3;0: 1 - 3: 4 - 4: 3
21149;2019;10;27;7;43;0;1;UBOS;08h55;Houilles Carrières sur Seine;uic87386409;normal;8;0;1440;1357;23;20 - 22 - 22 - 23 - 23 - 24 - 24 - 23;20: 1 - 22: 2 - 23: 3 - 24: 2
21150;2019;10;27;7;43;0;1;UBOS;09h15;Houilles Carrières sur Seine;uic87386409;normal;8;0;900;855;14;14 - 14 - 14 - 14 - 14 - 15 - 15 - 14;14: 6 - 15: 2
21151;2019;10;27;7;43;0;1;UBOS;11h35;Houilles Carrières sur Seine;uic87386409;normal;8;0;60;30;30;0 - 0 - 1 - 1 - 0 - 1 - 1 - 0;0: 4 - 1: 4
21152;2019;10;27;7;43;0;1;UPAC;09h35;Houilles Carrières sur Seine;uic87386409;normal;8;0;660;600;10;8 - 9 - 10 - 10 - 10 - 11 - 11 - 11;8: 1 - 9: 1 - 10: 3 - 11: 3
21153;2019;10;27;7;43;0;1;UPAC;09h55;Houilles Carrières sur Seine;uic87386409;normal;8;0;180;97;2;0 - 0 - 2 - 2 - 2 - 3 - 2 - 2;0: 2 - 2: 5 - 3: 1
21154;2019;10;27;7;43;0;1;UPAC;10h15;Houilles Carrières sur Seine;uic87386409;normal;8;0;120;75;1;0 - 1 - 1 - 1 - 1 - 2 - 2 - 2;0: 1 - 1: 4 - 2: 3
21155;2019;10;27;7;43;0;1;UPAC;10h35;Houilles Carrières sur Seine;uic87386409;normal;8;0;120;97;2;0 - 1 - 2 - 2 - 2 - 2 - 2 - 2;0: 1 - 1: 1 - 2: 6
21156;2019;10;27;7;43;0;1;UPAC;10h55;Houilles Carrières sur Seine;uic87386409;normal;8;0;120;52;1;0 - 0 - 1 - 1 - 1 - 1 - 1 - 2;0: 2 - 1: 5 - 2: 1
21157;2019;10;27;7;43;0;1;UPAC;11h15;Houilles Carrières sur Seine;uic87386409;normal;8;0;360;217;4;0 - 3 - 3 - 4 - 4 - 4 - 5 - 6;0: 1 - 3: 2 - 4: 3 - 5: 1 - 6: 1
21158;2019;10;27;7;43;0;1;UPAC;11h55;Houilles Carrières sur Seine;uic87386409;normal;8;0;60;37;1;0 - 0 - 0 - 1 - 1 - 1 - 1 - 1;0: 3 - 1: 5
21159;2019;10;27;7;43;0;1;UPAC;12h15;Houilles Carrières sur Seine;uic87386409;normal;8;0;120;67;1;0 - 1 - 1 - 1 - 1 - 2 - 2 - 1;0: 1 - 1: 5 - 2: 2
